song_base,artist_canon,artist_key,date,year,genius_id,genius_url,genius_path,genius_primary_artist,genius_full_title,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint,artist_name_has_spanish_char,artist_name_has_spanish_word,match_score_num,match_score_pass,genius_pageviews_num,genius_pageviews_log1p,genius_annotation_count_num,genius_annotation_count_log1p
7 years,lukas graham,lukas graham,2016-05-28,2016,2137711.0,https://genius.com/Lukas-graham-7-years-lyrics,/Lukas-graham-7-years-lyrics,Lukas Graham,7 Years by Lukas Graham,0,0,0,0,1,1.0,1,4876614.0,15.399961889603585,23.0,3.1780538303479458
i took a pill in ibiza,mike posner,mike posner,2016-05-28,2016,749821.0,https://genius.com/Mike-posner-i-took-a-pill-in-ibiza-lyrics,/Mike-posner-i-took-a-pill-in-ibiza-lyrics,Mike Posner,I Took a Pill in Ibiza by Mike Posner,0,0,0,0,1,1.0,1,2303191.0,14.649806544845797,21.0,3.091042453358316
work from home,fifth harmony featuring ty dolla $ign,fifth harmony featuring ty dolla $ign,2016-05-28,2016,2427392.0,https://genius.com/Fifth-harmony-work-from-home-lyrics,/Fifth-harmony-work-from-home-lyrics,Fifth Harmony,Work From Home by Fifth Harmony (Ft. Ty Dolla $ign),0,0,0,0,1,0.7088607594936709,1,816652.0,13.612969559018897,14.0,2.70805020110221
don't let me down,the chainsmokers featuring daya,chainsmokers featuring daya,2016-05-28,2016,2416822.0,https://genius.com/The-chainsmokers-dont-let-me-down-lyrics,/The-chainsmokers-dont-let-me-down-lyrics,The Chainsmokers,Don't Let Me Down by The Chainsmokers (Ft. Daya),0,0,0,0,1,0.8048780487804879,1,929525.0,13.742430057780398,5.0,1.791759469228055
work,rihanna featuring drake,rihanna featuring drake,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
pillowtalk,zayn,zayn,2016-05-28,2016,2414425.0,https://genius.com/Zayn-pillowtalk-lyrics,/Zayn-pillowtalk-lyrics,ZAYN,PILLOWTALK by ZAYN,0,0,0,0,1,1.0,1,1603945.0,14.28797740100648,8.0,2.1972245773362196
needed me,rihanna,rihanna,2016-05-28,2016,2413890.0,https://genius.com/Rihanna-needed-me-lyrics,/Rihanna-needed-me-lyrics,Rihanna,Needed Me by Rihanna,0,0,0,0,1,1.0,1,2312134.0,14.653681898073177,12.0,2.5649493574615367
love yourself,justin bieber,justin bieber,2016-05-28,2016,2342329.0,https://genius.com/Justin-bieber-love-yourself-lyrics,/Justin-bieber-love-yourself-lyrics,Justin Bieber,Love Yourself by Justin Bieber,0,0,0,0,1,1.0,1,6974366.0,15.757752128865256,10.0,2.3978952727983707
my house,flo rida,flo rida,2016-05-28,2016,725393.0,https://genius.com/Flo-rida-my-house-lyrics,/Flo-rida-my-house-lyrics,Flo Rida,My House by Flo Rida,0,0,0,0,1,1.0,1,319760.0,12.675329120725824,10.0,2.3978952727983707
stressed out,twenty one pilots,twenty one pilots,2016-05-28,2016,725791.0,https://genius.com/Twenty-one-pilots-stressed-out-lyrics,/Twenty-one-pilots-stressed-out-lyrics,twenty one pilots,Stressed Out by twenty one pilots,0,0,0,0,1,1.0,1,3091145.0,14.944052453903653,12.0,2.5649493574615367
never forget you,zara larsson and mnek,zara larsson and mnek,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
this is what you came for,calvin harris featuring rihanna,calvin harris featuring rihanna,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
dangerous woman,ariana grande,ariana grande,2016-05-28,2016,2429192.0,https://genius.com/Ariana-grande-dangerous-woman-lyrics,/Ariana-grande-dangerous-woman-lyrics,Ariana Grande,Dangerous Woman by Ariana Grande,0,0,0,0,1,1.0,1,1271886.0,14.056012182458023,13.0,2.6390573296152584
cake by the ocean,dnce,dnce,2016-05-28,2016,2306268.0,https://genius.com/Dnce-cake-by-the-ocean-lyrics,/Dnce-cake-by-the-ocean-lyrics,DNCE,Cake By The Ocean by DNCE,0,0,0,0,1,1.0,1,2030018.0,14.52355571058008,9.0,2.302585092994046
me myself and i,g-eazy x bebe rexha,g-eazy x bebe rexha,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
no,meghan trainor,meghan trainor,2016-05-28,2016,2416274.0,https://genius.com/Meghan-trainor-no-lyrics,/Meghan-trainor-no-lyrics,Meghan Trainor,NO by Meghan Trainor,0,0,0,0,1,1.0,1,1644165.0,14.312743822736818,9.0,2.302585092994046
h o l y,florida georgia line,florida georgia line,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
low life,future featuring the weeknd,future featuring the weeknd,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
oui,jeremih,jeremih,2016-05-28,2016,2342690.0,https://genius.com/Jeremih-oui-lyrics,/Jeremih-oui-lyrics,Jeremih,​oui by Jeremih,0,0,0,0,1,1.0,1,1277023.0,14.060042928886622,10.0,2.3978952727983707
pop style,drake featuring the throne,drake featuring the throne,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
sorry,justin bieber,justin bieber,2016-05-28,2016,2323822.0,https://genius.com/Justin-bieber-sorry-lyrics,/Justin-bieber-sorry-lyrics,Justin Bieber,Sorry by Justin Bieber,0,0,0,0,1,1.0,1,3737291.0,15.133871842958527,13.0,2.6390573296152584
2 phones,kevin gates,kevin gates,2016-05-28,2016,2348651.0,https://genius.com/Kevin-gates-2-phones-lyrics,/Kevin-gates-2-phones-lyrics,Kevin Gates,2 Phones by Kevin Gates,0,0,0,0,1,1.0,1,1236507.0,14.027801835797325,18.0,2.9444389791664403
close,nick jonas featuring tove lo,nick jonas featuring tove lo,2016-05-28,2016,2440418.0,https://genius.com/Nick-jonas-close-lyrics,/Nick-jonas-close-lyrics,Nick Jonas,Close by Nick Jonas (Ft. Tove Lo),0,0,0,0,1,0.64,0,214397.0,12.275589379777065,7.0,2.0794415416798357
my boo,ghost town dj's,ghost town dj's,2016-05-28,2016,1473905.0,https://genius.com/Ghost-town-djs-my-boo-lyrics,/Ghost-town-djs-my-boo-lyrics,Ghost Town DJ’s,My Boo by Ghost Town DJ's,0,0,0,0,1,0.9767441860465116,1,289884.0,12.577239571591091,6.0,1.9459101490553132
let it go,james bay,james bay,2016-05-28,2016,510898.0,https://genius.com/James-bay-let-it-go-lyrics,/James-bay-let-it-go-lyrics,James Bay,Let It Go by James Bay,0,0,0,0,1,1.0,1,1009241.0,13.824710112005544,11.0,2.4849066497880004
middle,dj snake featuring bipolar sunshine,dj snake featuring bipolar sunshine,2016-05-28,2016,11011984.0,https://genius.com/Dj-snake-middle-dj-snake-intro-mixed-lyrics,/Dj-snake-middle-dj-snake-intro-mixed-lyrics,DJ Snake,Middle [DJ Snake Intro] [Mixed] by DJ Snake (Ft. Bipolar Sunshine),0,1,0,0,1,0.6153846153846154,0,,,0.0,0.0
just like fire,p!nk,p!nk,2016-05-28,2016,2450339.0,https://genius.com/P-nk-just-like-fire-lyrics,/P-nk-just-like-fire-lyrics,P!nk,Just Like Fire by P!nk,0,0,0,0,1,1.0,1,198354.0,12.197813633590478,4.0,1.6094379124341003
sorry,beyonce,beyonce,2016-05-28,2016,2461226.0,https://genius.com/Beyonce-sorry-lyrics,/Beyonce-sorry-lyrics,Beyoncé,Sorry by Beyoncé,0,0,0,1,1,1.0,1,1807432.0,14.407418164554862,20.0,3.044522437723423
exchange,bryson tiller,bryson tiller,2016-05-28,2016,2312297.0,https://genius.com/Bryson-tiller-exchange-lyrics,/Bryson-tiller-exchange-lyrics,Bryson Tiller,Exchange by Bryson Tiller,0,0,0,0,1,1.0,1,2761507.0,14.831287465295464,18.0,2.9444389791664403
lost boy,ruth b,ruth b,2016-05-28,2016,697785.0,https://genius.com/Ruth-b-lost-boy-lyrics,/Ruth-b-lost-boy-lyrics,Ruth B.,Lost Boy by Ruth B.,0,0,0,0,1,1.0,1,993444.0,13.808933979602642,11.0,2.4849066497880004
stitches,shawn mendes,shawn mendes,2016-05-28,2016,724693.0,https://genius.com/Shawn-mendes-stitches-lyrics,/Shawn-mendes-stitches-lyrics,Shawn Mendes,Stitches by Shawn Mendes,0,0,0,0,1,1.0,1,1616586.0,14.295827694680822,16.0,2.833213344056216
controlla,drake,drake,2016-05-28,2016,2464123.0,https://genius.com/Drake-controlla-lyrics,/Drake-controlla-lyrics,Drake,Controlla by Drake,0,1,0,0,1,1.0,1,2063182.0,14.539760493887563,13.0,2.6390573296152584
don't mind,kent jones,kent jones,2016-05-28,2016,2332450.0,https://genius.com/Kent-jones-dont-mind-lyrics,/Kent-jones-dont-mind-lyrics,Kent Jones,Don't Mind by Kent Jones,0,1,0,0,1,0.975609756097561,1,1329235.0,14.10011489905609,17.0,2.8903717578961645
cut it,o.t. genasis featuring young dolph,o.t. genasis featuring young dolph,2016-05-28,2016,2295548.0,https://genius.com/Ot-genasis-cut-it-lyrics,/Ot-genasis-cut-it-lyrics,O.T. Genasis,Cut It by O.T. Genasis (Ft. Young Dolph),0,0,0,0,1,0.6206896551724138,0,541214.0,13.201571891080937,17.0,2.8903717578961645
cheap thrills,sia featuring sean paul,sia featuring sean paul,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
one call away,charlie puth,charlie puth,2016-05-28,2016,2276633.0,https://genius.com/Charlie-puth-one-call-away-lyrics,/Charlie-puth-one-call-away-lyrics,Charlie Puth,One Call Away by Charlie Puth,0,0,0,0,1,1.0,1,986432.0,13.8018506852605,3.0,1.3862943611198906
somewhere on a beach,dierks bentley,dierks bentley,2016-05-28,2016,2412564.0,https://genius.com/Dierks-bentley-somewhere-on-a-beach-lyrics,/Dierks-bentley-somewhere-on-a-beach-lyrics,Dierks Bentley,Somewhere On a Beach by Dierks Bentley,0,0,0,0,1,1.0,1,24688.0,10.114113079291366,1.0,0.6931471805599453
too good,drake featuring rihanna,drake featuring rihanna,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
roses,the chainsmokers featuring rozes,chainsmokers featuring rozes,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
humble and kind,tim mcgraw,tim mcgraw,2016-05-28,2016,2344613.0,https://genius.com/Tim-mcgraw-humble-and-kind-lyrics,/Tim-mcgraw-humble-and-kind-lyrics,Tim McGraw,Humble and Kind by Tim McGraw,0,0,0,0,1,1.0,1,554261.0,13.225392778123748,13.0,2.6390573296152584
came here to forget,blake shelton,blake shelton,2016-05-28,2016,2435939.0,https://genius.com/Blake-shelton-came-here-to-forget-lyrics,/Blake-shelton-came-here-to-forget-lyrics,Blake Shelton,Came Here to Forget by Blake Shelton,0,0,0,0,1,1.0,1,23320.0,10.057109521191693,3.0,1.3862943611198906
ride,twenty one pilots,twenty one pilots,2016-05-28,2016,725792.0,https://genius.com/Twenty-one-pilots-ride-lyrics,/Twenty-one-pilots-ride-lyrics,twenty one pilots,Ride by twenty one pilots,0,0,0,0,1,1.0,1,1510227.0,14.227771190770238,14.0,2.70805020110221
don't,bryson tiller,bryson tiller,2016-05-28,2016,579968.0,https://genius.com/Bryson-tiller-dont-lyrics,/Bryson-tiller-dont-lyrics,Bryson Tiller,Don't by Bryson Tiller,0,0,0,0,1,0.972972972972973,1,5060241.0,15.436924866206974,18.0,2.9444389791664403
formation,beyonce,beyonce,2016-05-28,2016,2419257.0,https://genius.com/Beyonce-formation-lyrics,/Beyonce-formation-lyrics,Beyoncé,Formation by Beyoncé,0,0,0,1,1,1.0,1,6298450.0,15.655814288114163,31.0,3.4657359027997265
hold up,beyonce,beyonce,2016-05-28,2016,2461219.0,https://genius.com/Beyonce-hold-up-lyrics,/Beyonce-hold-up-lyrics,Beyoncé,Hold Up by Beyoncé,0,0,0,1,1,1.0,1,1971273.0,14.494190592201123,16.0,2.833213344056216
hype,drake,drake,2016-05-28,2016,2463400.0,https://genius.com/Drake-hype-lyrics,/Drake-hype-lyrics,Drake,Hype by Drake,0,0,0,0,1,1.0,1,947662.0,13.761754232805238,33.0,3.5263605246161616
t-shirt,thomas rhett,thomas rhett,2016-05-28,2016,2274310.0,https://genius.com/Thomas-rhett-t-shirt-lyrics,/Thomas-rhett-t-shirt-lyrics,Thomas Rhett,T-Shirt by Thomas Rhett,0,0,0,0,1,1.0,1,49156.0,10.802774536594097,2.0,1.0986122886681098
wild things,alessia cara,alessia cara,2016-05-28,2016,2155437.0,https://genius.com/Alessia-cara-wild-things-lyrics,/Alessia-cara-wild-things-lyrics,Alessia Cara,Wild Things by Alessia Cara,0,0,0,0,1,1.0,1,349191.0,12.763377193177712,8.0,2.1972245773362196
all the way up,"fat joe, remy ma and jay z featuring french montana and infared","fat joe, remy ma and jay z featuring french montana and infared",2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
huntin' fishin' and lovin' every day,luke bryan,luke bryan,2016-05-28,2016,2255746.0,https://genius.com/Luke-bryan-huntin-fishin-and-lovin-every-day-lyrics,/Luke-bryan-huntin-fishin-and-lovin-every-day-lyrics,Luke Bryan,"Huntin’, Fishin’ and Lovin’ Every Day by Luke Bryan",0,0,0,0,1,1.0,1,36994.0,10.518538047359652,2.0,1.0986122886681098
think of you,chris young duet with cassadee pope,chris young duet with cassadee pope,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
snapback,old dominion,old dominion,2016-05-28,2016,2367201.0,https://genius.com/Old-dominion-snapback-lyrics,/Old-dominion-snapback-lyrics,Old Dominion,Snapback by Old Dominion,0,0,0,0,1,1.0,1,45009.0,10.714639966286978,0.0,0.0
still here,drake,drake,2016-05-28,2016,2463406.0,https://genius.com/Drake-still-here-lyrics,/Drake-still-here-lyrics,Drake,Still Here by Drake,0,0,0,0,1,1.0,1,837006.0,13.637587712638553,20.0,3.044522437723423
my church,maren morris,maren morris,2016-05-28,2016,2277244.0,https://genius.com/Maren-morris-my-church-lyrics,/Maren-morris-my-church-lyrics,Maren Morris,My Church by Maren Morris,0,0,0,0,1,1.0,1,436049.0,12.985512194655131,14.0,2.70805020110221
mind reader,dustin lynch,dustin lynch,2016-05-28,2016,696344.0,https://genius.com/Dustin-lynch-mind-reader-lyrics,/Dustin-lynch-mind-reader-lyrics,Dustin Lynch,Mind Reader by Dustin Lynch,0,1,0,0,1,1.0,1,6096.0,8.715552125907816,0.0,0.0
never be like you,flume featuring kai,flume featuring kai,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
the sound of silence,disturbed,disturbed,2016-05-28,2016,2282530.0,https://genius.com/Disturbed-the-sound-of-silence-lyrics,/Disturbed-the-sound-of-silence-lyrics,Disturbed,The Sound of Silence by Disturbed,0,0,0,0,1,1.0,1,570192.0,13.253730178991106,3.0,1.3862943611198906
really really,kevin gates,kevin gates,2016-05-28,2016,2323316.0,https://genius.com/Kevin-gates-really-really-lyrics,/Kevin-gates-really-really-lyrics,Kevin Gates,Really Really by Kevin Gates,0,0,0,0,1,1.0,1,658361.0,13.397510211005022,20.0,3.044522437723423
kiss it better,rihanna,rihanna,2016-05-28,2016,2397579.0,https://genius.com/Rihanna-kiss-it-better-lyrics,/Rihanna-kiss-it-better-lyrics,Rihanna,Kiss It Better by Rihanna,0,1,0,0,1,1.0,1,1538995.0,14.24664081372732,5.0,1.791759469228055
grammys,drake featuring future,drake featuring future,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
wasted time,keith urban,keith urban,2016-05-28,2016,2447085.0,https://genius.com/Keith-urban-wasted-time-lyrics,/Keith-urban-wasted-time-lyrics,Keith Urban,Wasted Time by Keith Urban,0,1,0,0,1,1.0,1,15115.0,9.62350906446938,11.0,2.4849066497880004
wicked,future,future,2016-05-28,2016,2408611.0,https://genius.com/Future-wicked-lyrics,/Future-wicked-lyrics,Future,Wicked by Future,0,0,0,0,1,1.0,1,522233.0,13.165871042281237,29.0,3.4011973816621555
childs play,drake,drake,2016-05-28,2016,2463387.0,https://genius.com/Drake-childs-play-lyrics,/Drake-childs-play-lyrics,Drake,Child's Play by Drake,0,0,0,0,1,1.0,1,2916840.0,14.88601173930802,19.0,2.995732273553991
if it ain't love,jason derulo,jason derulo,2016-05-28,2016,2447143.0,https://genius.com/Jason-derulo-if-it-aint-love-lyrics,/Jason-derulo-if-it-aint-love-lyrics,Jason Derulo,If It Ain't Love by Jason Derulo,0,0,0,0,1,0.9824561403508772,1,38773.0,10.565505197899153,4.0,1.6094379124341003
uber everywhere,madeintyo,madeintyo,2016-05-28,2016,2342860.0,https://genius.com/Madeintyo-uber-everywhere-lyrics,/Madeintyo-uber-everywhere-lyrics,MadeinTYO,Uber Everywhere by MadeinTYO,0,0,0,0,1,1.0,1,1739271.0,14.36897719283626,24.0,3.2188758248682006
might not,belly featuring the weeknd,belly featuring the weeknd,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
go ahead and break my heart,blake shelton featuring gwen stefani,blake shelton featuring gwen stefani,2016-05-28,2016,2469899.0,https://genius.com/Blake-shelton-go-ahead-and-break-my-heart-lyrics,/Blake-shelton-go-ahead-and-break-my-heart-lyrics,Blake Shelton,Go Ahead and Break My Heart by Blake Shelton (Ft. Gwen Stefani),0,0,0,0,1,0.780952380952381,1,19188.0,9.862092477169742,0.0,0.0
with you,drake featuring partynextdoor,drake featuring partynextdoor,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
body,dreezy featuring jeremih,dreezy featuring jeremih,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
9,drake,drake,2016-05-28,2016,2463393.0,https://genius.com/Drake-9-lyrics,/Drake-9-lyrics,Drake,9 by Drake,0,0,0,0,1,1.0,1,1463601.0,14.196411078619832,26.0,3.295836866004329
feel no ways,drake,drake,2016-05-28,2016,2463398.0,https://genius.com/Drake-feel-no-ways-lyrics,/Drake-feel-no-ways-lyrics,Drake,Feel No Ways by Drake,0,0,0,0,1,1.0,1,1767012.0,14.384801108377204,14.0,2.70805020110221
light it up,major lazer featuring nyla and fuse odg,major lazer featuring nyla and fuse odg,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
ain't your mama,jennifer lopez,jennifer lopez,2016-05-28,2016,2450498.0,https://genius.com/Jennifer-lopez-aint-your-mama-lyrics,/Jennifer-lopez-aint-your-mama-lyrics,Jennifer Lopez,Ain't Your Mama by Jennifer Lopez,0,0,0,0,1,0.9830508474576272,1,150163.0,11.91948330915813,10.0,2.3978952727983707
head over boots,jon pardi,jon pardi,2016-05-28,2016,2438030.0,https://genius.com/Jon-pardi-head-over-boots-lyrics,/Jon-pardi-head-over-boots-lyrics,Jon Pardi,Head Over Boots by Jon Pardi,0,0,0,0,1,1.0,1,70170.0,11.158690399249249,5.0,1.791759469228055
i hate u i love u,gnash featuring olivia o'brien,gnash featuring olivia o'brien,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
law,yo gotti featuring e-40,yo gotti featuring e-40,2016-05-28,2016,2425602.0,https://genius.com/Yo-gotti-law-lyrics,/Yo-gotti-law-lyrics,Yo Gotti,Law by Yo Gotti (Ft. E-40),0,0,0,0,1,0.6153846153846154,0,185083.0,12.128565055063167,13.0,2.6390573296152584
u with me,drake,drake,2016-05-28,2016,2463396.0,https://genius.com/Drake-u-with-me-lyrics,/Drake-u-with-me-lyrics,Drake,U With Me? by Drake,0,0,0,0,1,1.0,1,2025032.0,14.52109655468629,26.0,3.295836866004329
lights come on,jason aldean,jason aldean,2016-05-28,2016,2448473.0,https://genius.com/Jason-aldean-lights-come-on-lyrics,/Jason-aldean-lights-come-on-lyrics,Jason Aldean,Lights Come On by Jason Aldean,0,0,0,0,1,1.0,1,12156.0,9.405660414555793,2.0,1.0986122886681098
6 inch,beyonce featuring the weeknd,beyonce featuring the weeknd,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
into you,ariana grande,ariana grande,2016-05-28,2016,2465219.0,https://genius.com/Ariana-grande-into-you-lyrics,/Ariana-grande-into-you-lyrics,Ariana Grande,Into You by Ariana Grande,0,0,0,0,1,1.0,1,1054212.0,13.868305074953087,9.0,2.302585092994046
piece by piece,kelly clarkson,kelly clarkson,2016-05-28,2016,693900.0,https://genius.com/Kelly-clarkson-piece-by-piece-lyrics,/Kelly-clarkson-piece-by-piece-lyrics,Kelly Clarkson,Piece by Piece by Kelly Clarkson,0,0,0,0,1,1.0,1,273076.0,12.517509085680164,10.0,2.3978952727983707
record year,eric church,eric church,2016-05-28,2016,2347622.0,https://genius.com/Eric-church-record-year-lyrics,/Eric-church-record-year-lyrics,Eric Church,Record Year by Eric Church,0,0,0,0,1,1.0,1,60901.0,11.017021293881239,18.0,2.9444389791664403
you don't own me,grace featuring g-eazy,grace featuring g-eazy,2016-05-28,2016,725757.0,https://genius.com/Saygrace-you-dont-own-me-lyrics,/Saygrace-you-dont-own-me-lyrics,SAYGRACE,You Don't Own Me by SAYGRACE (Ft. G-Eazy),0,0,0,0,1,0.6666666666666666,0,1395466.0,14.148739684240715,10.0,2.3978952727983707
moolah,young greatness,young greatness,2016-05-28,2016,2307164.0,https://genius.com/Young-greatness-moolah-lyrics,/Young-greatness-moolah-lyrics,Young Greatness,Moolah by Young Greatness,0,0,0,0,1,1.0,1,147920.0,11.904433626449189,14.0,2.70805020110221
famous,kanye west,kanye west,2016-05-28,2016,2412662.0,https://genius.com/Kanye-west-famous-lyrics,/Kanye-west-famous-lyrics,Kanye West,Famous by Kanye West (Ft. Rihanna),0,0,0,0,1,1.0,1,2784408.0,14.839546200565636,19.0,2.995732273553991
promise,kid ink featuring fetty wap,kid ink featuring fetty wap,2016-05-28,2016,2396122.0,https://genius.com/Kid-ink-promise-lyrics,/Kid-ink-promise-lyrics,Kid Ink,Promise by Kid Ink (Ft. Fetty Wap),0,1,0,0,1,0.6,0,510811.0,13.143756895425264,13.0,2.6390573296152584
church bells,carrie underwood,carrie underwood,2016-05-28,2016,2333299.0,https://genius.com/Carrie-underwood-church-bells-lyrics,/Carrie-underwood-church-bells-lyrics,Carrie Underwood,Church Bells by Carrie Underwood,0,0,0,0,1,1.0,1,107981.0,11.589719825549258,10.0,2.3978952727983707
youth,troye sivan,troye sivan,2016-05-28,2016,2329566.0,https://genius.com/Troye-sivan-youth-lyrics,/Troye-sivan-youth-lyrics,Troye Sivan,YOUTH by Troye Sivan,0,0,0,0,1,1.0,1,611330.0,13.32339382632926,11.0,2.4849066497880004
fire and desire,drake,drake,2016-05-28,2016,,,,,,0,0,0,0,1,0.0,0,,,,
noise,kenny chesney,kenny chesney,2016-05-28,2016,2445022.0,https://genius.com/Kenny-chesney-noise-lyrics,/Kenny-chesney-noise-lyrics,Kenny Chesney,Noise by Kenny Chesney,0,0,0,0,1,1.0,1,6212.0,8.734399150063695,2.0,1.0986122886681098
father stretch my hands pt 1,kanye west,kanye west,2016-05-28,2016,2412669.0,https://genius.com/Kanye-west-father-stretch-my-hands-pt-1-lyrics,/Kanye-west-father-stretch-my-hands-pt-1-lyrics,Kanye West,Father Stretch My Hands Pt. 1 by Kanye West (Ft. Kid Cudi),0,0,0,0,1,1.0,1,5260820.0,15.475797656184296,14.0,2.70805020110221
i like the sound of that,rascal flatts,rascal flatts,2016-05-28,2016,644962.0,https://genius.com/Rascal-flatts-i-like-the-sound-of-that-lyrics,/Rascal-flatts-i-like-the-sound-of-that-lyrics,Rascal Flatts,I Like the Sound of That by Rascal Flatts,0,0,0,0,1,1.0,1,12747.0,9.453129675537227,1.0,0.6931471805599453
faded,alan walker,alan walker,2016-05-28,2016,2396871.0,https://genius.com/Alan-walker-faded-lyrics,/Alan-walker-faded-lyrics,Alan Walker,Faded by Alan Walker,0,0,0,0,1,1.0,1,3117807.0,14.952640748769287,13.0,2.6390573296152584
confession,florida georgia line,florida georgia line,2016-05-28,2016,550121.0,https://genius.com/Florida-georgia-line-confession-lyrics,/Florida-georgia-line-confession-lyrics,Florida Georgia Line,Confession by Florida Georgia Line,0,1,0,0,1,1.0,1,19172.0,9.861258318318392,1.0,0.6931471805599453
messin' around,pitbull featuring enrique iglesias,pitbull featuring enrique iglesias,2016-05-28,2016,2452374.0,https://genius.com/Pitbull-messin-around-lyrics,/Pitbull-messin-around-lyrics,Pitbull,Messin' Around by Pitbull (Ft. Enrique Iglesias),0,1,0,0,1,0.6086956521739131,0,20150.0,9.911009193934975,2.0,1.0986122886681098
team,iggy azalea,iggy azalea,2016-05-28,2016,2398025.0,https://genius.com/Iggy-azalea-team-lyrics,/Iggy-azalea-team-lyrics,Iggy Azalea,Team by Iggy Azalea,0,1,0,0,1,1.0,1,179411.0,12.097440116001929,16.0,2.833213344056216
ophelia,the lumineers,lumineers,2016-05-28,2016,2417973.0,https://genius.com/The-lumineers-ophelia-lyrics,/The-lumineers-ophelia-lyrics,​The Lumineers,Ophelia by ​The Lumineers,0,0,0,0,1,1.0,1,676059.0,13.424037108482846,9.0,2.302585092994046
one dance,drake featuring wizkid and kyla,drake featuring wizkid and kyla,2016-05-21,2016,,,,,,0,0,0,0,1,0.0,0,,,,
panda,desiigner,desiigner,2016-05-21,2016,2400811.0,https://genius.com/Desiigner-panda-lyrics,/Desiigner-panda-lyrics,Desiigner,Panda by Desiigner,0,0,0,0,1,1.0,1,6155977.0,15.632934200185334,41.0,3.7376696182833684
7 years,lukas graham,lukas graham,2016-05-21,2016,2137711.0,https://genius.com/Lukas-graham-7-years-lyrics,/Lukas-graham-7-years-lyrics,Lukas Graham,7 Years by Lukas Graham,0,0,0,0,1,1.0,1,4876614.0,15.399961889603585,23.0,3.1780538303479458
i took a pill in ibiza,mike posner,mike posner,2016-05-21,2016,749821.0,https://genius.com/Mike-posner-i-took-a-pill-in-ibiza-lyrics,/Mike-posner-i-took-a-pill-in-ibiza-lyrics,Mike Posner,I Took a Pill in Ibiza by Mike Posner,0,0,0,0,1,1.0,1,2303191.0,14.649806544845797,21.0,3.091042453358316
work from home,fifth harmony featuring ty dolla $ign,fifth harmony featuring ty dolla $ign,2016-05-21,2016,2427392.0,https://genius.com/Fifth-harmony-work-from-home-lyrics,/Fifth-harmony-work-from-home-lyrics,Fifth Harmony,Work From Home by Fifth Harmony (Ft. Ty Dolla $ign),0,0,0,0,1,0.7088607594936709,1,816652.0,13.612969559018897,14.0,2.70805020110221
work,rihanna featuring drake,rihanna featuring drake,2016-05-21,2016,,,,,,0,0,0,0,1,0.0,0,,,,
don't let me down,the chainsmokers featuring daya,chainsmokers featuring daya,2016-05-21,2016,2416822.0,https://genius.com/The-chainsmokers-dont-let-me-down-lyrics,/The-chainsmokers-dont-let-me-down-lyrics,The Chainsmokers,Don't Let Me Down by The Chainsmokers (Ft. Daya),0,0,0,0,1,0.8048780487804879,1,929525.0,13.742430057780398,5.0,1.791759469228055
pillowtalk,zayn,zayn,2016-05-21,2016,2414425.0,https://genius.com/Zayn-pillowtalk-lyrics,/Zayn-pillowtalk-lyrics,ZAYN,PILLOWTALK by ZAYN,0,0,0,0,1,1.0,1,1603945.0,14.28797740100648,8.0,2.1972245773362196
this is what you came for,calvin harris featuring rihanna,calvin harris featuring rihanna,2016-05-21,2016,,,,,,0,0,0,0,1,0.0,0,,,,
love yourself,justin bieber,justin bieber,2016-05-21,2016,2342329.0,https://genius.com/Justin-bieber-love-yourself-lyrics,/Justin-bieber-love-yourself-lyrics,Justin Bieber,Love Yourself by Justin Bieber,0,0,0,0,1,1.0,1,6974366.0,15.757752128865256,10.0,2.3978952727983707
sorry,beyonce,beyonce,2016-05-21,2016,2461226.0,https://genius.com/Beyonce-sorry-lyrics,/Beyonce-sorry-lyrics,Beyoncé,Sorry by Beyoncé,0,0,0,1,1,1.0,1,1807432.0,14.407418164554862,20.0,3.044522437723423
