song_base,artist_canon,artist_key,date,year,genius_id,genius_url,genius_path,genius_primary_artist,genius_full_title,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint,artist_name_has_spanish_char,artist_name_has_spanish_word,match_score_num,match_score_pass,genius_pageviews_num,genius_pageviews_log1p,genius_annotation_count_num,genius_annotation_count_log1p
come through,h.e.r. featuring chris brown,h.e.r. featuring chris brown,2021-11-06,2021,6730004.0,https://genius.com/Her-come-through-lyrics,/Her-come-through-lyrics,H.E.R.,Come Through by H.E.R. (Ft. Chris Brown),0,0,0,0,1,0.6206896551724138,0,106568.0,11.576547941667176,1.0,0.6931471805599453
nevada,youngboy never broke again,youngboy never broke again,2021-11-06,2021,6297520.0,https://genius.com/Youngboy-never-broke-again-nevada-lyrics,/Youngboy-never-broke-again-nevada-lyrics,YoungBoy Never Broke Again,Nevada by YoungBoy Never Broke Again,0,0,0,0,1,1.0,1,448678.0,13.014062988996757,8.0,2.1972245773362196
easy on me,adele,adele,2021-10-30,2021,7260084.0,https://genius.com/Adele-easy-on-me-lyrics,/Adele-easy-on-me-lyrics,Adele,Easy On Me by Adele,0,0,0,0,1,1.0,1,2968964.0,14.903723965195443,7.0,2.0794415416798357
stay,the kid laroi and justin bieber,kid laroi and justin bieber,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
industry baby,lil nas x and jack harlow,lil nas x and jack harlow,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
fancy like,walker hayes,walker hayes,2021-10-30,2021,6784918.0,https://genius.com/Walker-hayes-fancy-like-lyrics,/Walker-hayes-fancy-like-lyrics,Walker Hayes,Fancy Like by Walker Hayes,0,0,0,0,1,1.0,1,135100.0,11.813777925845397,18.0,2.9444389791664403
bad habits,ed sheeran,ed sheeran,2021-10-30,2021,6820606.0,https://genius.com/Ed-sheeran-bad-habits-lyrics,/Ed-sheeran-bad-habits-lyrics,Ed Sheeran,Bad Habits by Ed Sheeran,0,0,0,0,1,1.0,1,1241041.0,14.031461907288516,22.0,3.1354942159291497
way 2 sexy,drake featuring future and young thug,drake featuring future and young thug,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
good 4 u,olivia rodrigo,olivia rodrigo,2021-10-30,2021,6702232.0,https://genius.com/Olivia-rodrigo-good-4-u-lyrics,/Olivia-rodrigo-good-4-u-lyrics,Olivia Rodrigo,good 4 u by Olivia Rodrigo,0,0,0,0,1,1.0,1,2912463.0,14.884510016264679,10.0,2.3978952727983707
levitating,dua lipa,dua lipa,2021-10-30,2021,5215007.0,https://genius.com/Dua-lipa-levitating-lyrics,/Dua-lipa-levitating-lyrics,Dua Lipa,Levitating by Dua Lipa,0,0,0,0,1,1.0,1,1466571.0,14.198438262682687,13.0,2.6390573296152584
shivers,ed sheeran,ed sheeran,2021-10-30,2021,7120797.0,https://genius.com/Ed-sheeran-shivers-lyrics,/Ed-sheeran-shivers-lyrics,Ed Sheeran,Shivers by Ed Sheeran,0,0,0,0,1,1.0,1,513669.0,13.149336314905755,6.0,1.9459101490553132
kiss me more,doja cat featuring sza,doja cat featuring sza,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
need to know,doja cat,doja cat,2021-10-30,2021,6732114.0,https://genius.com/Doja-cat-need-to-know-lyrics,/Doja-cat-need-to-know-lyrics,Doja Cat,Need To Know by Doja Cat,0,0,0,0,1,1.0,1,1474084.0,14.20354801628317,14.0,2.70805020110221
essence,wizkid featuring justin bieber and tems,wizkid featuring justin bieber and tems,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
my universe,coldplay x bts,coldplay x bts,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
heat waves,glass animals,glass animals,2021-10-30,2021,5318313.0,https://genius.com/Glass-animals-heat-waves-lyrics,/Glass-animals-heat-waves-lyrics,Glass Animals,Heat Waves by Glass Animals,0,0,0,0,1,1.0,1,1506595.0,14.225363359385472,19.0,2.995732273553991
beggin',maneskin,maneskin,2021-10-30,2021,3446542.0,https://genius.com/Maneskin-beggin-lyrics,/Maneskin-beggin-lyrics,Måneskin,Beggin' by Måneskin,0,0,0,0,1,1.0,1,749207.0,13.526771927551653,6.0,1.9459101490553132
you right,doja cat and the weeknd,doja cat and the weeknd,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
save your tears,the weeknd and ariana grande,weeknd and ariana grande,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
knife talk,drake featuring 21 savage and project pat,drake featuring 21 savage and project pat,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
who want smoke,"nardo wick featuring g herbo, lil durk and 21 savage","nardo wick featuring g herbo, lil durk and 21 savage",2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
bubbly,young thug with drake and travis scott,young thug with drake and travis scott,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
cold heart,elton john and dua lipa,elton john and dua lipa,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
traitor,olivia rodrigo,olivia rodrigo,2021-10-30,2021,6702211.0,https://genius.com/Olivia-rodrigo-traitor-lyrics,/Olivia-rodrigo-traitor-lyrics,Olivia Rodrigo,traitor by Olivia Rodrigo,0,0,0,0,1,1.0,1,1543071.0,14.249285792602723,6.0,1.9459101490553132
if i didn't love you,jason aldean and carrie underwood,jason aldean and carrie underwood,2021-10-30,2021,8795728.0,https://genius.com/The-westlands-if-i-didnt-love-you-jason-aldean-and-carrie-underwood-cover-lyrics,/The-westlands-if-i-didnt-love-you-jason-aldean-and-carrie-underwood-cover-lyrics,The Westlands,If I Didn't Love You (Jason Aldean and Carrie Underwood cover) by The Westlands,0,0,0,0,1,0.8346456692913385,1,,,0.0,0.0
montero,lil nas x,lil nas x,2021-10-30,2021,5751286.0,https://genius.com/Lil-nas-x-montero-call-me-by-your-name-lyrics,/Lil-nas-x-montero-call-me-by-your-name-lyrics,Lil Nas X,MONTERO (Call Me By Your Name) by Lil Nas X,0,1,0,0,1,0.6181818181818182,0,2621619.0,14.77930300526654,13.0,2.6390573296152584
chasing after you,ryan hurd with maren morris,ryan hurd with maren morris,2021-10-30,2021,6469514.0,https://genius.com/Ryan-hurd-and-maren-morris-chasing-after-you-lyrics,/Ryan-hurd-and-maren-morris-chasing-after-you-lyrics,Ryan Hurd,Chasing After You by Ryan Hurd & Maren Morris,0,1,0,0,1,0.75,1,112032.0,11.626548749735692,1.0,0.6931471805599453
girls want girls,drake featuring lil baby,drake featuring lil baby,2021-10-30,2021,7165581.0,https://genius.com/Drake-girls-want-girls-lyrics,/Drake-girls-want-girls-lyrics,Drake,Girls Want Girls by Drake (Ft. Lil Baby),0,0,0,0,1,0.6984126984126984,0,1062204.0,13.875857494170805,6.0,1.9459101490553132
take my breath,the weeknd,weeknd,2021-10-30,2021,7065552.0,https://genius.com/The-weeknd-take-my-breath-lyrics,/The-weeknd-take-my-breath-lyrics,The Weeknd,Take My Breath by The Weeknd,0,0,0,0,1,1.0,1,437231.0,12.988219225652701,9.0,2.302585092994046
thats what i want,lil nas x,lil nas x,2021-10-30,2021,7105950.0,https://genius.com/Lil-nas-x-thats-what-i-want-lyrics,/Lil-nas-x-thats-what-i-want-lyrics,Lil Nas X,THATS WHAT I WANT by Lil Nas X,0,0,0,0,1,1.0,1,569383.0,13.252310353677142,13.0,2.6390573296152584
pepas,farruko,farruko,2021-10-30,2021,6942022.0,https://genius.com/Farruko-pepas-lyrics,/Farruko-pepas-lyrics,Farruko,Pepas by Farruko,0,0,0,0,1,1.0,1,197815.0,12.19509258468701,1.0,0.6931471805599453
happier than ever,billie eilish,billie eilish,2021-10-30,2021,6533253.0,https://genius.com/Billie-eilish-happier-than-ever-lyrics,/Billie-eilish-happier-than-ever-lyrics,Billie Eilish,Happier Than Ever by Billie Eilish,0,0,0,0,1,1.0,1,4075545.0,15.220515283411608,10.0,2.3978952727983707
love nwantiti,ckay,ckay,2021-10-30,2021,7555461.0,https://genius.com/Ckay-love-nwantiti-remix-lyrics,/Ckay-love-nwantiti-remix-lyrics,CKay,Love Nwantiti Remix by CKay (Ft. ElGrandeToto),0,1,0,0,1,0.8571428571428571,1,36771.0,10.512491964983646,0.0,0.0
meet me at our spot,the anxiety: willow and tyler cole,anxiety: willow and tyler cole,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
wockesha,moneybagg yo,moneybagg yo,2021-10-30,2021,6728862.0,https://genius.com/Moneybagg-yo-wockesha-lyrics,/Moneybagg-yo-wockesha-lyrics,Moneybagg Yo,Wockesha by Moneybagg Yo,0,0,0,0,1,1.0,1,340284.0,12.73753878076346,9.0,2.302585092994046
buy dirt,jordan davis featuring luke bryan,jordan davis featuring luke bryan,2021-10-30,2021,6774548.0,https://genius.com/Jordan-davis-buy-dirt-lyrics,/Jordan-davis-buy-dirt-lyrics,Jordan Davis,Buy Dirt by Jordan Davis (Ft. Luke Bryan),0,0,0,0,1,0.6666666666666666,0,53678.0,10.89077714255997,6.0,1.9459101490553132
memory i don't mess with,lee brice,lee brice,2021-10-30,2021,5968685.0,https://genius.com/Lee-brice-memory-i-dont-mess-with-lyrics,/Lee-brice-memory-i-dont-mess-with-lyrics,Lee Brice,Memory I Don't Mess With by Lee Brice,0,0,0,0,1,0.9850746268656716,1,22147.0,10.005502477942859,0.0,0.0
a-o-k,tai verdes,tai verdes,2021-10-30,2021,6708241.0,https://genius.com/Tai-verdes-a-o-k-lyrics,/Tai-verdes-a-o-k-lyrics,Tai Verdes,A-O-K by Tai Verdes,0,0,0,0,1,1.0,1,228770.0,12.340476782202794,13.0,2.6390573296152584
my boy,elvie shane,elvie shane,2021-10-30,2021,5687251.0,https://genius.com/Elvie-shane-my-boy-lyrics,/Elvie-shane-my-boy-lyrics,Elvie Shane,My Boy by Elvie Shane,0,0,0,0,1,1.0,1,77325.0,11.255785529897711,2.0,1.0986122886681098
ghost,justin bieber,justin bieber,2021-10-30,2021,6576448.0,https://genius.com/Justin-bieber-ghost-lyrics,/Justin-bieber-ghost-lyrics,Justin Bieber,Ghost by Justin Bieber,0,0,0,0,1,1.0,1,698161.0,13.456206446505945,6.0,1.9459101490553132
pissed me off,lil durk,lil durk,2021-10-30,2021,7268317.0,https://genius.com/Lil-durk-pissed-me-off-lyrics,/Lil-durk-pissed-me-off-lyrics,Lil Durk,Pissed Me Off by Lil Durk,0,0,0,0,1,1.0,1,111447.0,11.62131339338606,4.0,1.6094379124341003
you should probably leave,chris stapleton,chris stapleton,2021-10-30,2021,3096724.0,https://genius.com/Chris-stapleton-you-should-probably-leave-lyrics,/Chris-stapleton-you-should-probably-leave-lyrics,Chris Stapleton,You Should Probably Leave by Chris Stapleton,0,0,0,0,1,1.0,1,172062.0,12.055615967801554,7.0,2.0794415416798357
cold as you,luke combs,luke combs,2021-10-30,2021,5563533.0,https://genius.com/Luke-combs-cold-as-you-lyrics,/Luke-combs-cold-as-you-lyrics,Luke Combs,Cold As You by Luke Combs,0,0,0,0,1,1.0,1,45527.0,10.72608280028296,2.0,1.0986122886681098
i was on a boat that day,old dominion,old dominion,2021-10-30,2021,6822755.0,https://genius.com/Old-dominion-i-was-on-a-boat-that-day-lyrics,/Old-dominion-i-was-on-a-boat-that-day-lyrics,Old Dominion,I Was On a Boat That Day by Old Dominion,0,0,0,0,1,1.0,1,10673.0,9.27556615689389,2.0,1.0986122886681098
sharing locations,meek mill featuring lil baby and lil durk,meek mill featuring lil baby and lil durk,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
leave the door open,silk sonic (bruno mars and anderson .paak),silk sonic (bruno mars and anderson .paak),2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
lets go brandon,loza alexander,loza alexander,2021-10-30,2021,7296965.0,https://genius.com/Loza-alexander-lets-go-brandon-lyrics,/Loza-alexander-lets-go-brandon-lyrics,Loza Alexander,Lets Go Brandon by Loza Alexander,0,0,0,0,1,1.0,1,22161.0,10.006134389496271,6.0,1.9459101490553132
gyalis,capella grey,capella grey,2021-10-30,2021,6850809.0,https://genius.com/Capella-grey-gyalis-lyrics,/Capella-grey-gyalis-lyrics,Capella Grey,Gyalis by Capella Grey,0,0,0,0,1,1.0,1,85447.0,11.355663282769532,4.0,1.6094379124341003
wild side,normani featuring cardi b,normani featuring cardi b,2021-10-30,2021,6488157.0,https://genius.com/Normani-wild-side-lyrics,/Normani-wild-side-lyrics,Normani,Wild Side by Normani (Ft. Cardi B),0,0,0,0,1,0.6538461538461539,0,405385.0,12.912594978609947,2.0,1.0986122886681098
fair trade,drake featuring travis scott,drake featuring travis scott,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
leave before you love me,marshmello x jonas brothers,marshmello x jonas brothers,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
deja vu,olivia rodrigo,olivia rodrigo,2021-10-30,2021,6649389.0,https://genius.com/Olivia-rodrigo-deja-vu-lyrics,/Olivia-rodrigo-deja-vu-lyrics,Olivia Rodrigo,deja vu by Olivia Rodrigo,0,0,0,0,1,1.0,1,2939281.0,14.893675891801793,11.0,2.4849066497880004
thinking 'bout you,dustin lynch featuring lauren alaina or mackenzie porter,dustin lynch featuring lauren alaina or mackenzie porter,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
family ties,baby keem and kendrick lamar,baby keem and kendrick lamar,2021-10-30,2021,10961617.0,https://genius.com/Why-att-usa-family-meals-parody-of-family-ties-by-baby-keem-and-kendrick-lamar-lyrics,/Why-att-usa-family-meals-parody-of-family-ties-by-baby-keem-and-kendrick-lamar-lyrics,Why-att (USA),"Family Meals [Parody of ""family ties"" by Baby Keem and Kendrick Lamar] by Why-att (USA)",0,1,0,0,1,0.6779661016949152,0,,,0.0,0.0
have mercy,chloe,chloe,2021-10-30,2021,6966100.0,https://genius.com/Chloe-have-mercy-lyrics,/Chloe-have-mercy-lyrics,Chlöe,Have Mercy by Chlöe,0,0,0,0,1,1.0,1,621854.0,13.340462225573804,10.0,2.3978952727983707
cold beer calling my name,jameson rodgers featuring luke combs,jameson rodgers featuring luke combs,2021-10-30,2021,5459058.0,https://genius.com/Jameson-rodgers-cold-beer-calling-my-name-lyrics,/Jameson-rodgers-cold-beer-calling-my-name-lyrics,Jameson Rodgers,Cold Beer Calling My Name by Jameson Rodgers (Ft. Luke Combs),0,0,0,0,1,0.7961165048543689,1,7828.0,8.965590066907914,0.0,0.0
same boat,zac brown band,zac brown band,2021-10-30,2021,6898249.0,https://genius.com/Zac-brown-band-same-boat-lyrics,/Zac-brown-band-same-boat-lyrics,Zac Brown Band,Same Boat by Zac Brown Band,0,0,0,0,1,1.0,1,5046.0,8.526549286340263,0.0,0.0
ex for a reason,summer walker and jt,summer walker and jt,2021-10-30,2021,7250716.0,https://genius.com/Summer-walker-jt-and-city-girls-ex-for-a-reason-lyrics,/Summer-walker-jt-and-city-girls-ex-for-a-reason-lyrics,Summer Walker,"Ex For A Reason by Summer Walker, JT & City Girls",0,0,0,0,1,0.8923076923076924,1,176046.0,12.078506283824543,2.0,1.0986122886681098
better days,neiked x mae muller x polo g,neiked x mae muller x polo g,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
hurricane,kanye west,kanye west,2021-10-30,2021,7021481.0,https://genius.com/Kanye-west-and-the-weeknd-hurricane-lyrics,/Kanye-west-and-the-weeknd-hurricane-lyrics,Kanye West,Hurricane by Kanye West & The Weeknd (Ft. Lil Baby),0,0,0,0,1,1.0,1,1672555.0,14.329863553234148,22.0,3.1354942159291497
baddest,"yung bleu, chris brown and 2 chainz","yung bleu, chris brown and 2 chainz",2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
late at night,roddy ricch,roddy ricch,2021-10-30,2021,6797217.0,https://genius.com/Roddy-ricch-late-at-night-lyrics,/Roddy-ricch-late-at-night-lyrics,Roddy Ricch,late at night by Roddy Ricch,0,1,0,0,1,1.0,1,200794.0,12.210039766091285,11.0,2.4849066497880004
love again,dua lipa,dua lipa,2021-10-30,2021,4790944.0,https://genius.com/Dua-lipa-love-again-lyrics,/Dua-lipa-love-again-lyrics,Dua Lipa,Love Again by Dua Lipa,0,0,0,0,1,1.0,1,378471.0,12.843897372901337,6.0,1.9459101490553132
memory,kane brown x blackbear,kane brown x blackbear,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
chosen,blxst and tyga featuring ty dolla $ign,blxst and tyga featuring ty dolla $ign,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
knowing you,kenny chesney,kenny chesney,2021-10-30,2021,5427898.0,https://genius.com/Kenny-chesney-knowing-you-lyrics,/Kenny-chesney-knowing-you-lyrics,Kenny Chesney,Knowing You by Kenny Chesney,0,0,0,0,1,1.0,1,17509.0,9.770527425279898,0.0,0.0
woman,doja cat,doja cat,2021-10-30,2021,6897815.0,https://genius.com/Doja-cat-woman-lyrics,/Doja-cat-woman-lyrics,Doja Cat,Woman by Doja Cat,0,0,0,0,1,1.0,1,898054.0,13.707986592624838,8.0,2.1972245773362196
esta danada,ivan cornejo,ivan cornejo,2021-10-30,2021,7287250.0,https://genius.com/Ivan-cornejo-esta-danada-lyrics,/Ivan-cornejo-esta-danada-lyrics,Ivan Cornejo,Está Dañada by Ivan Cornejo,1,0,0,0,1,1.0,1,130537.0,11.779419651097427,2.0,1.0986122886681098
wfm,realestk,realestk,2021-10-30,2021,7262074.0,https://genius.com/Realestk-wfm-lyrics,/Realestk-wfm-lyrics,RealestK,WFM by RealestK,0,0,0,0,1,1.0,1,95254.0,11.464312785049536,3.0,1.3862943611198906
livin it up,young thug with post malone and a$ap rocky,young thug with post malone and a$ap rocky,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
stressed,young thug with j. cole and t-shyne,young thug with j. cole and t-shyne,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
whole lotta money,bia featuring nicki minaj,bia featuring nicki minaj,2021-10-30,2021,6988726.0,https://genius.com/Bia-and-nicki-minaj-whole-lotta-money-remix-lyrics,/Bia-and-nicki-minaj-whole-lotta-money-remix-lyrics,BIA,WHOLE LOTTA MONEY (Remix) by BIA & Nicki Minaj,0,1,0,0,1,0.6,0,498566.0,13.119493262562356,17.0,2.8903717578961645
too easy,gunna and future,gunna and future,2021-10-30,2021,6933778.0,https://genius.com/Gunna-and-future-too-easy-lyrics,/Gunna-and-future-too-easy-lyrics,Gunna,​too easy by Gunna & Future,0,0,0,0,1,0.717948717948718,1,156612.0,11.961533073141895,16.0,2.833213344056216
2055,sleepy hallow,sleepy hallow,2021-10-30,2021,5872304.0,https://genius.com/Sleepy-hallow-2055-lyrics,/Sleepy-hallow-2055-lyrics,Sleepy Hallow,2055 by Sleepy Hallow,0,0,0,0,1,1.0,1,181850.0,12.110942949437684,10.0,2.3978952727983707
lo siento bb,"tainy, bad bunny and julieta venegas","tainy, bad bunny and julieta venegas",2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
sand in my boots,morgan wallen,morgan wallen,2021-10-30,2021,6160128.0,https://genius.com/Morgan-wallen-sand-in-my-boots-lyrics,/Morgan-wallen-sand-in-my-boots-lyrics,Morgan Wallen,Sand in My Boots by Morgan Wallen,0,0,0,0,1,1.0,1,137365.0,11.83040417545605,12.0,2.5649493574615367
volvi,aventura x bad bunny,aventura x bad bunny,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
'til you can't,cody johnson,cody johnson,2021-10-30,2021,6900142.0,https://genius.com/Cody-johnson-til-you-cant-lyrics,/Cody-johnson-til-you-cant-lyrics,Cody Johnson,'Til You Can't by Cody Johnson,0,0,0,0,1,0.9803921568627452,1,50067.0,10.821137360447914,1.0,0.6931471805599453
jugaste y sufri,eslabon armado featuring dannylux,eslabon armado featuring dannylux,2021-10-30,2021,6138671.0,https://genius.com/Eslabon-armado-jugaste-y-sufri-lyrics,/Eslabon-armado-jugaste-y-sufri-lyrics,Eslabon Armado,Jugaste y Sufrí by Eslabon Armado (Ft. DannyLux),1,1,0,0,1,0.759493670886076,1,315314.0,12.661327418140853,6.0,1.9459101490553132
rich n a shit,young thug with juice wrld,young thug with juice wrld,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
yonaguni,bad bunny,bad bunny,2021-10-30,2021,6855744.0,https://genius.com/Bad-bunny-yonaguni-lyrics,/Bad-bunny-yonaguni-lyrics,Bad Bunny,Yonaguni by Bad Bunny,0,0,0,0,1,1.0,1,1331830.0,14.102065245156043,7.0,2.0794415416798357
one mississippi,kane brown,kane brown,2021-10-30,2021,7104064.0,https://genius.com/Kane-brown-one-mississippi-lyrics,/Kane-brown-one-mississippi-lyrics,Kane Brown,One Mississippi by Kane Brown,0,1,0,0,1,1.0,1,15784.0,9.666815400992093,3.0,1.3862943611198906
whiskey and rain,michael ray,michael ray,2021-10-30,2021,5996637.0,https://genius.com/Michael-ray-whiskey-and-rain-lyrics,/Michael-ray-whiskey-and-rain-lyrics,Michael Ray,Whiskey And Rain by Michael Ray,0,0,0,0,1,1.0,1,6565.0,8.789660098061537,1.0,0.6931471805599453
thot shit,megan thee stallion,megan thee stallion,2021-10-30,2021,6889898.0,https://genius.com/Megan-thee-stallion-thot-shit-lyrics,/Megan-thee-stallion-thot-shit-lyrics,Megan Thee Stallion,Thot Shit by Megan Thee Stallion,0,0,0,0,1,1.0,1,863903.0,13.669216930501785,21.0,3.091042453358316
tequila little time,jon pardi,jon pardi,2021-10-30,2021,4591930.0,https://genius.com/Jon-pardi-tequila-little-time-lyrics,/Jon-pardi-tequila-little-time-lyrics,Jon Pardi,Tequila Little Time by Jon Pardi,0,1,0,0,1,1.0,1,11914.0,9.385553389532843,7.0,2.0794415416798357
freedom was a highway,jimmie allen and brad paisley,jimmie allen and brad paisley,2021-10-30,2021,5747865.0,https://genius.com/Jimmie-allen-and-brad-paisley-freedom-was-a-highway-lyrics,/Jimmie-allen-and-brad-paisley-freedom-was-a-highway-lyrics,Jimmie Allen,Freedom Was A Highway by Jimmie Allen & Brad Paisley,0,0,0,0,1,0.8,1,6808.0,8.826000545482966,0.0,0.0
maybach,42 dugg featuring future,42 dugg featuring future,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
get into it,doja cat,doja cat,2021-10-30,2021,6897817.0,https://genius.com/Doja-cat-get-into-it-yuh-lyrics,/Doja-cat-get-into-it-yuh-lyrics,Doja Cat,Get Into It (Yuh) by Doja Cat,0,0,0,0,1,0.9090909090909092,1,835937.0,13.636309726637226,18.0,2.9444389791664403
no friends in the industry,drake,drake,2021-10-30,2021,7165568.0,https://genius.com/Drake-no-friends-in-the-industry-lyrics,/Drake-no-friends-in-the-industry-lyrics,Drake,No Friends In The Industry by Drake,0,0,0,0,1,1.0,1,492657.0,13.107570500327796,16.0,2.833213344056216
for tonight,giveon,giveon,2021-10-30,2021,7216927.0,https://genius.com/Giveon-for-tonight-lyrics,/Giveon-for-tonight-lyrics,GIVĒON,For Tonight by GIVĒON,0,0,0,0,1,1.0,1,205498.0,12.233196446726538,5.0,1.791759469228055
praise god,kanye west,kanye west,2021-10-30,2021,5780838.0,https://genius.com/Kanye-west-praise-god-lyrics,/Kanye-west-praise-god-lyrics,Kanye West,Praise God by Kanye West (Ft. Baby Keem & Travis Scott),0,0,0,0,1,1.0,1,1793144.0,14.39948161936766,16.0,2.833213344056216
champagne poetry,drake,drake,2021-10-30,2021,6859296.0,https://genius.com/Drake-champagne-poetry-lyrics,/Drake-champagne-poetry-lyrics,Drake,Champagne Poetry by Drake,0,0,0,0,1,1.0,1,861001.0,13.665852106287542,27.0,3.332204510175204
let somebody go,coldplay x selena gomez,coldplay x selena gomez,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
ya superame,grupo firme,grupo firme,2021-10-30,2021,7165276.0,https://genius.com/Grupo-firme-ya-superame-en-vivo-lyrics,/Grupo-firme-ya-superame-en-vivo-lyrics,Grupo Firme,Ya Supérame (En Vivo) by Grupo Firme,1,0,0,0,1,0.8518518518518519,1,13560.0,9.514953305087944,1.0,0.6931471805599453
you time,scotty mccreery,scotty mccreery,2021-10-30,2021,5986667.0,https://genius.com/Scotty-mccreery-you-time-lyrics,/Scotty-mccreery-you-time-lyrics,Scotty McCreery,You Time by Scotty McCreery,0,0,0,0,1,1.0,1,,,0.0,0.0
in the bible,drake featuring lil durk and giveon,drake featuring lil durk and giveon,2021-10-30,2021,,,,,,0,0,0,0,1,0.0,0,,,,
peepin out the window,young thug with future and bslime,young thug with future and bslime,2021-10-30,2021,7290157.0,https://genius.com/Young-thug-peepin-out-the-window-lyrics,/Young-thug-peepin-out-the-window-lyrics,Young Thug,Peepin Out The Window by Young Thug (Ft. BSlime & Future),0,0,0,0,1,0.735632183908046,1,56908.0,10.9492087798385,3.0,1.3862943611198906
who's in your head,jonas brothers,jonas brothers,2021-10-30,2021,7170690.0,https://genius.com/Jonas-brothers-whos-in-your-head-lyrics,/Jonas-brothers-whos-in-your-head-lyrics,Jonas Brothers,Who's In Your Head by Jonas Brothers,0,0,0,0,1,0.9846153846153848,1,32942.0,10.402534074265823,1.0,0.6931471805599453
woo baby,pop smoke featuring chris brown,pop smoke featuring chris brown,2021-10-30,2021,7003269.0,https://genius.com/Pop-smoke-woo-baby-lyrics,/Pop-smoke-woo-baby-lyrics,Pop Smoke,Woo Baby by Pop Smoke (Ft. Chris Brown),0,0,0,0,1,0.6206896551724138,0,250619.0,12.431693126719276,10.0,2.3978952727983707
